CONVERSATION ID,CONVERSATION TITLE,FROM,SENDER PROFILE URL,TO,DATE,SUBJECT,CONTENT,FOLDER
2-MzU1ZmQ5NjgtYmZiMi00ZTRlLWI4MTctYmRiNjUwMmM1NTg3XzAxMw==,,Ash Patel,https://www.linkedin.com/in/ash-patel-85252827,Soundarya Vadlamani,2021-11-29 20:28:23 UTC,,Could you provide me with times in UK time zone please? ,INBOX
2-MzU1ZmQ5NjgtYmZiMi00ZTRlLWI4MTctYmRiNjUwMmM1NTg3XzAxMw==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Ash Patel,2021-11-29 20:24:31 UTC,,I'm based in london,INBOX
2-MzU1ZmQ5NjgtYmZiMi00ZTRlLWI4MTctYmRiNjUwMmM1NTg3XzAxMw==,,Ash Patel,https://www.linkedin.com/in/ash-patel-85252827,Soundarya Vadlamani,2021-11-29 19:26:44 UTC,,Thanks. Can I ask where yo are based please? ,INBOX
2-MzU1ZmQ5NjgtYmZiMi00ZTRlLWI4MTctYmRiNjUwMmM1NTg3XzAxMw==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Ash Patel,2021-11-29 16:37:56 UTC,,I'm available after 3 GST on wednesday and thursday anytime.,INBOX
2-MzU1ZmQ5NjgtYmZiMi00ZTRlLWI4MTctYmRiNjUwMmM1NTg3XzAxMw==,,Ash Patel,https://www.linkedin.com/in/ash-patel-85252827,Soundarya Vadlamani,2021-11-29 15:28:10 UTC,,What is your availability this week please? ,INBOX
2-MzU1ZmQ5NjgtYmZiMi00ZTRlLWI4MTctYmRiNjUwMmM1NTg3XzAxMw==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Ash Patel,2021-11-29 14:51:45 UTC,,"Yes, of course",INBOX
2-MzU1ZmQ5NjgtYmZiMi00ZTRlLWI4MTctYmRiNjUwMmM1NTg3XzAxMw==,,Ash Patel,https://www.linkedin.com/in/ash-patel-85252827,Soundarya Vadlamani,2021-11-29 14:48:32 UTC,,"Great, would you be available for a chat? ",INBOX
2-MzU1ZmQ5NjgtYmZiMi00ZTRlLWI4MTctYmRiNjUwMmM1NTg3XzAxMw==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Ash Patel,2021-11-29 11:40:34 UTC,,"Hi Ash, yes definitely. Please let me know about it. Thank you",INBOX
2-MzU1ZmQ5NjgtYmZiMi00ZTRlLWI4MTctYmRiNjUwMmM1NTg3XzAxMw==,,Ash Patel,https://www.linkedin.com/in/ash-patel-85252827,Soundarya Vadlamani,2021-11-26 16:03:38 UTC,Internship and placement ,Hi Soundarya would you be interested in chatting with me about your future plans? We are looking for interns and funding proposals for students like you.  Ash,INBOX
2-YWZjZGVmODktNzdhZC00OWVjLWEyMDYtMGFmM2Y5ODFhNDRmXzAxMw==,,LinkedIn Member,,Soundarya Vadlamani,2021-11-30 07:11:47 UTC,,"Hi, how are you?😊",INBOX
2-YzQ4Nzk0MzUtMDBkZi00NTdiLWIwOGQtZGFlNGI4NGJhNzE3XzAxMA==,,LinkedIn Member,,Soundarya Vadlamani,2021-11-25 01:49:02 UTC,,How are you,INBOX
2-YzQ4Nzk0MzUtMDBkZi00NTdiLWIwOGQtZGFlNGI4NGJhNzE3XzAxMA==,,LinkedIn Member,,Soundarya Vadlamani,2021-11-25 01:48:57 UTC,,Hi soundarya,INBOX
2-YzFjNjY1MDQtYzdkZi00MWE2LWFmZmItMDU4ODUwY2E1YzgzXzAxMA==,,Bharat Narayana Amudalapalli ♛,https://www.linkedin.com/in/bharat-narayana-amudalapalli-♛-41450265,Soundarya Vadlamani,2021-11-24 21:53:08 UTC,,Thanks for connecting,INBOX
2-ZjdkNDk3NmUtOGMzNC00OTAyLThkNmMtZGQzYjViOTRlYmQxXzAxMg==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Dasarath  R,2021-11-23 13:30:46 UTC,,Thanks for letting me know,INBOX
2-ZjdkNDk3NmUtOGMzNC00OTAyLThkNmMtZGQzYjViOTRlYmQxXzAxMg==,,Dasarath  R,https://www.linkedin.com/in/dasarath-r-127a8b218,Soundarya Vadlamani,2021-11-23 08:33:54 UTC,,"Hi, Soundarya, Sorry for the delay. I regret to inform you that the role has been on Hold However we do get requirements and if there is any requirement for Graduate Trainee I will definitely let you know. Thank you",INBOX
2-ZjdkNDk3NmUtOGMzNC00OTAyLThkNmMtZGQzYjViOTRlYmQxXzAxMg==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Dasarath  R,2021-11-19 19:16:20 UTC,,"I'm on a Tier 4 Visa, my master's course will finish in sept'22.",INBOX
2-ZjdkNDk3NmUtOGMzNC00OTAyLThkNmMtZGQzYjViOTRlYmQxXzAxMg==,,,,,2021-11-18 13:18:29 UTC,,Message request accepted,INBOX
2-ZjdkNDk3NmUtOGMzNC00OTAyLThkNmMtZGQzYjViOTRlYmQxXzAxMg==,,Dasarath  R,https://www.linkedin.com/in/dasarath-r-127a8b218,Soundarya Vadlamani,2021-11-18 12:49:47 UTC,,Hope you are doing fine? Could you please let me know what is your work order status in UK? and Please share me your CV  Thank you,INBOX
2-ZjdkNDk3NmUtOGMzNC00OTAyLThkNmMtZGQzYjViOTRlYmQxXzAxMg==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Dasarath  R,2021-11-18 12:48:55 UTC,,"Yes, i'm interested in Seeing various job opportunities.",INBOX
2-ZjdkNDk3NmUtOGMzNC00OTAyLThkNmMtZGQzYjViOTRlYmQxXzAxMg==,,Dasarath  R,https://www.linkedin.com/in/dasarath-r-127a8b218,Soundarya Vadlamani,2021-11-18 12:48:48 UTC,,"Hi, Soundarya",INBOX
2-ZjdkNDk3NmUtOGMzNC00OTAyLThkNmMtZGQzYjViOTRlYmQxXzAxMg==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Dasarath  R,2021-11-18 12:47:48 UTC,,"Hi, Dasarath",INBOX
2-ZjdkNDk3NmUtOGMzNC00OTAyLThkNmMtZGQzYjViOTRlYmQxXzAxMg==,,Dasarath  R,https://www.linkedin.com/in/dasarath-r-127a8b218,Soundarya Vadlamani,2021-11-18 09:55:59 UTC,,"Hi Soundarya,  I’m reaching out to see if you’d be interested in a job opportunity. Please let me know if you are available to discuss.  Thanks, Dasarath Rayudu",INBOX
2-ZGJiY2UzNTYtMWY2OS00ODk3LWJkYjItZDljNjM2NjVhNTIwXzAxMg==,,Mohammed Gayasuddin,https://www.linkedin.com/in/mohammed-gayasuddin-346a581b7,Soundarya Vadlamani,2021-11-02 22:45:19 UTC,,Hey hi are u current student in Hertfordshire ,INBOX
2-ZDgzZDIxODMtNmQxNy00YzU1LTkzNmYtZTQwYmU4MTc5YzM1XzAxMw==,,Sri Harsha,https://www.linkedin.com/in/sri-harsha-a6634515a,Soundarya Vadlamani,2021-11-01 10:33:26 UTC,,"H!!!....           Soundarya  How r u hope ur Hope you’re doing good in this pandemic time and hope, everything goes well and good by God's grace Regards to everyone 🤗🤗🤗",INBOX
2-NDc1OTRjNWUtZmFhYi00Y2EzLWFmZjktOTA2NGM4ZTY2ODUxXzAxMw==,,Yuvraj Jain,https://www.linkedin.com/in/yuvrajjain5,Soundarya Vadlamani,2021-09-14 03:29:19 UTC,,As per academic and also if we have any personal issues?,INBOX
2-NDc1OTRjNWUtZmFhYi00Y2EzLWFmZjktOTA2NGM4ZTY2ODUxXzAxMw==,,Yuvraj Jain,https://www.linkedin.com/in/yuvrajjain5,Soundarya Vadlamani,2021-09-14 03:29:01 UTC,,Soundarya I need some help I want to do Ms in cse can you tell me about Hertfordshire university how is it?,INBOX
2-NDc1OTRjNWUtZmFhYi00Y2EzLWFmZjktOTA2NGM4ZTY2ODUxXzAxMw==,,Yuvraj Jain,https://www.linkedin.com/in/yuvrajjain5,Soundarya Vadlamani,2021-09-14 03:28:29 UTC,,Hello soundarya how are you?,INBOX
2-MzcwYWUyYWQtMWE4Mi00ZjQzLTg1MzEtYzRhNzJjNDVhZTY4XzAxMA==,Amazon - Business Analysis Internship,Roubila Bachiri,https://www.linkedin.com/in/roubilabachiri,Soundarya Vadlamani,2021-09-08 15:50:53 UTC,Amazon - Business Analysis Internship,"Hi Soundarya,  Hope you are keeping safe and well! I am from Amazon's Graduate recruitment team. I am reaching out as I am looking to hire a Business Analysis Intern in different locations in Europe (United Kingdom/Luxembourg/Germany/Italy/France/Spain/Czech Republic)  for the 2021/2022 academic season.  Duration: Minimum 4 months- maximum 6 months. Start date: From December 2021 to September 2022, depending on your availability.  Interested? Have a look at the below link, you will be able to find the job description and get a better understanding about the role.  You can apply directly - please submit your CV in English.  https://amazon.jobs/fr/jobs/1711438/business-analysis-intern  Feel free to contact me if you need any further information.  Best,  Roubila Bachiri Recruiter at Amazon",INBOX
2-ZTEyZWY3MzAtNWU4MS00MTEzLWI3YjktMWIwMDc3YzFkMzY2XzAxMA==,,"Kalyan Jannu  PMP®, CSM® RPA®",https://www.linkedin.com/in/kalyan-jannu-pmp®-csm®-rpa®-638a1053,Soundarya Vadlamani,2021-09-02 15:53:57 UTC,,👍,INBOX
2-ZTEyZWY3MzAtNWU4MS00MTEzLWI3YjktMWIwMDc3YzFkMzY2XzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,"Kalyan Jannu  PMP®, CSM® RPA®",2021-09-02 12:51:16 UTC,,"Hi kalyan, i'm doing good. Hope you're fine as well. My whatsapp number- +919160509542.",INBOX
2-ZTEyZWY3MzAtNWU4MS00MTEzLWI3YjktMWIwMDc3YzFkMzY2XzAxMA==,,"Kalyan Jannu  PMP®, CSM® RPA®",https://www.linkedin.com/in/kalyan-jannu-pmp®-csm®-rpa®-638a1053,Soundarya Vadlamani,2021-09-02 04:57:58 UTC,,"long time, can you share your number please..",INBOX
2-ZTEyZWY3MzAtNWU4MS00MTEzLWI3YjktMWIwMDc3YzFkMzY2XzAxMA==,,"Kalyan Jannu  PMP®, CSM® RPA®",https://www.linkedin.com/in/kalyan-jannu-pmp®-csm®-rpa®-638a1053,Soundarya Vadlamani,2021-09-02 04:57:46 UTC,,hope you are safe and doing good!!,INBOX
2-ZTEyZWY3MzAtNWU4MS00MTEzLWI3YjktMWIwMDc3YzFkMzY2XzAxMA==,,"Kalyan Jannu  PMP®, CSM® RPA®",https://www.linkedin.com/in/kalyan-jannu-pmp®-csm®-rpa®-638a1053,Soundarya Vadlamani,2021-09-02 04:57:24 UTC,,"Hello, how are you",INBOX
2-MTM3NjhlZDYtNzk3YS00YjM5LWE1ZjgtOTJiOWRmODk1N2YzXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Poornasree Vishnubhotla,2021-09-02 12:51:47 UTC,,No idea about tesside!,INBOX
2-MTM3NjhlZDYtNzk3YS00YjM5LWE1ZjgtOTJiOWRmODk1N2YzXzAxMA==,,Poornasree Vishnubhotla,https://www.linkedin.com/in/poornaa,Soundarya Vadlamani,2021-08-23 13:49:31 UTC,,Ookies.. could you give your feedback about Teesside University? Which is better.. Teesside or Hertfordshire?,INBOX
2-MTM3NjhlZDYtNzk3YS00YjM5LWE1ZjgtOTJiOWRmODk1N2YzXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Poornasree Vishnubhotla,2021-08-23 13:08:15 UTC,,No country provides students with placement assistance,INBOX
2-MTM3NjhlZDYtNzk3YS00YjM5LWE1ZjgtOTJiOWRmODk1N2YzXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Poornasree Vishnubhotla,2021-08-23 13:08:01 UTC,,"It depends on the skills you developed and how well you can crack the interview. Chances are everywhere. Univeristy will not show us employers, we have to find ourselves through job offering platforms.",INBOX
2-MTM3NjhlZDYtNzk3YS00YjM5LWE1ZjgtOTJiOWRmODk1N2YzXzAxMA==,,Poornasree Vishnubhotla,https://www.linkedin.com/in/poornaa,Soundarya Vadlamani,2021-08-23 12:41:36 UTC,,"Great, am planning for Computer Science  How good is a chance for IT placement..? Would University support in getting placed..?",INBOX
2-MTM3NjhlZDYtNzk3YS00YjM5LWE1ZjgtOTJiOWRmODk1N2YzXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Poornasree Vishnubhotla,2021-08-16 12:59:57 UTC,,"Hi Poornasree, i'm doing my data science here, so far everything was good, I could even complete my taught modules on the first go without any difficulties so I can say the pass percent was good enough looking at grades of my fellow students as well. Depends on what course you come here as well. Data science/Cyber security are a great deal.",INBOX
2-MTM3NjhlZDYtNzk3YS00YjM5LWE1ZjgtOTJiOWRmODk1N2YzXzAxMA==,,Poornasree Vishnubhotla,https://www.linkedin.com/in/poornaa,Soundarya Vadlamani,2021-08-13 11:06:39 UTC,,"Hi Soundarya, how are you? Am planning for MS in UK  Could you give your feedback on University of Hertfordshire? How is the pass percentage..?",INBOX
2-ZTgyMmU1MDQtY2ExNC00ZDM1LWIwZjgtODMxZThjZDg2M2VjXzAxMw==,Thought about a career in Salesforce?,James Neilson,https://www.linkedin.com/in/james-neilson-revolent-group,Soundarya Vadlamani,2021-06-21 17:30:17 UTC,Thought about a career in Salesforce?,"Hi Soundarya,  Hope you're well and don't mind the direct approach.  I'm a Talent Executive at the Revolent Group, a global leader in creating cloud talent, and have come across your profile in relation to an exciting Salesforce Developer opportunity I recruit for.   At the Revolent Group, we’re looking to hire and cross-train existing Developers/Engineers into the Salesforce Ecosystem, offering fully funded training and certifications alongside guaranteed work experience with our clients.  Revolent is part of the Salesforce Talent Alliance and is one of only a few Salesforce Trailhead Authorized Training Providers in the UK, dedicated to supporting software Developers in their transition to becoming certified Salesforce Developers – one of the most sought after careers in the ecosystem.   I'm keen to discuss the opportunity with you and hear your thoughts as it seems you have the experience we look for in our 'Revols'.  Are you free for a call this week to discuss?  Look forward to hearing from you soon.  Kind Regards, James  James Neilson Talent Executive at Revolent Group",INBOX
2-ZmI5NDk5ZjktYWIzYy00YWQ3LWI4ZDAtMjBmNWZlZmFlYjQ2XzAxMA==,,Ganesh Palli,https://www.linkedin.com/in/ganesh-palli-0a304917a,Soundarya Vadlamani,2021-06-21 16:19:44 UTC,,Hi mam,INBOX
2-ODhjYmM1MjUtMzZhMy00NjAzLWI2M2UtZWFlOWIwZWIyODU1XzAxMw==,**Virtual Event** Women in Tech – The Power of Community - This evening!,Harrietanne Coughlin,https://www.linkedin.com/in/harrietanne-coughlin-77798712a,Soundarya Vadlamani,2021-05-26 11:29:25 UTC,**Virtual Event** Women in Tech – The Power of Community - This evening!,"Hi Soundarya,  I’m part of the TA team at G-Research. We’re Europe’s most successful quantitative finance and technology house. In short, we analyse huge amounts of data from a diverse range of sources and make strong predictions about the world's financial markets.  We’re running a virtual event on Wednesday 26th May in conjunction with Hired and PyLadies London, to host a panel of engineering professionals. We will address some tricky but important topics with a Q&A at the end. During this panel, we’ll focus on our speaker’s concentration on community and mentorship and the opportunities they bring to lead with confidence. Join us for helpful tips related to those ever-important soft skills and learn a few tactical activities you can bring to your workplace today.  We’d be delighted if you could join us at 6pm (BST) (should last around an hour). Please follow this link to find out more and sign up: https://womenintechthepowerofcommunity.splashthat.com/gresearch  Thanks again and hope to see you on Wednesday! :)  Harriet  Harrietanne Coughlin Talent Acquisition Specialist - Software Engineering at G-Research",INBOX
2-NjAxYjc3MDktNmQ5Yy00YjBkLWE4ZTYtN2QyOTQ0MDMzYzgyXzAxMA==,,Pranay Jangam ,https://www.linkedin.com/in/pranay-jangam-525b85191,Soundarya Vadlamani,2021-05-25 17:09:50 UTC,,Hi,INBOX
2-OTViNmEzZTYtYmJkOS00OTM4LTk3NzUtMzQ3ZDFkMTNlMTk4XzAxMw==,Building Fintech at scale -> Engineering webinar invite,Andrew Fyffe,https://www.linkedin.com/in/fyffeandrew,Soundarya Vadlamani,2021-05-21 10:49:54 UTC,Building Fintech at scale -> Engineering webinar invite,"Hey Soundarya,  I’m Andrew and I work at GetGround, a series A Fintech. We're building a global network for trading illiquid assets.   As a computer scientist, I wanted to invite you to our upcoming Engineering webinar (this Tuesday, 12pm UK) hosted by 3 of our Engineers.  They'll share insights on how we've scaled our Fintech product so far, with React/Redux and Go with GCP.  🚀 Registration link -> https://threelessonsfromgetground.splashthat.com/   Our stack:  > Go   > React, and Typescript on the Front-end > GCP environment   See you on Tuesday!  (We are also looking for Engineers - check out our careers page below if you are interested. No worries if not - this is a technical webinar, not a recruiting one!)  Thanks, Andrew  https://www.getground.co.uk/careers  Andrew Fyffe (he/his) 🚀 Hiring at GetGround, one Europe's most exciting Tech scaleups!",INBOX
2-NmMxYjc3ODItOWUxYy00OThhLWJjYjktYjMxNTgzMjQ3MTQ4XzAxMg==,,Prabhu K,https://www.linkedin.com/in/prabhu-k-10282515a,Soundarya Vadlamani,2021-04-14 11:51:19 UTC,,Thanks for connecting! Hope you're doing well,INBOX
2-NzY2NGQwMDgtNjFmNC00Mjk4LTkyYzMtNDQxMDhiNTQ4NzU2XzAxMw==,,Saigoutham merugu,https://www.linkedin.com/in/saigoutham-merugu-1602911a1,Soundarya Vadlamani,2021-04-14 11:50:28 UTC,,Thanks for connecting .I hope you're doing well.,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-04-09 14:22:28 UTC,,https://www.linkedin.com/feed/update/urn:li:activity:6786197054503944192/,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-03-23 15:21:33 UTC,,okay,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Gopi Kadiyala (GK),2021-03-23 15:20:35 UTC,,ah chesthuna accept andarivi,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-03-23 15:18:37 UTC,,Connections improve chey,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-03-23 15:17:43 UTC,,haaaaaaa,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Gopi Kadiyala (GK),2021-03-23 15:01:35 UTC,,Full ga update chesa 😂,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Gopi Kadiyala (GK),2021-03-23 15:01:23 UTC,,Na profile chudu,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Gopi Kadiyala (GK),2021-03-23 15:01:16 UTC,,Hiii,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-03-18 15:35:23 UTC,,haaaaaaaaaa,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Gopi Kadiyala (GK),2021-03-18 15:31:06 UTC,,hmm sare,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-03-18 15:28:36 UTC,,em chesav akkada ante edho okati cheppochu le,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Gopi Kadiyala (GK),2021-03-18 15:28:35 UTC,,part time laga cheyyana?,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-03-18 15:28:17 UTC,,Cakes & Bakes update chey,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-03-18 15:28:08 UTC,,njoy,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Gopi Kadiyala (GK),2021-03-18 15:27:41 UTC,,"engineering, anthakante professional pic na deggara ledu",INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-03-18 15:27:23 UTC,,eppati pic adhi,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-03-18 15:27:06 UTC,,hahaha,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Gopi Kadiyala (GK),2021-03-18 15:25:53 UTC,,ela undhi na profile picture?,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-02-16 10:28:09 UTC,,😊,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Gopi Kadiyala (GK),2021-02-16 10:28:05 UTC,,It's my pleasure,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-02-16 10:28:00 UTC,,Thanks for Connecting,INBOX
2-OTE0YjRmMWUtOTdhNC00NGJkLWFiZWYtNjRlNzkyYWQ0ZmRiXzAxMA==,,Gopi Kadiyala (GK),https://www.linkedin.com/in/gopi-kadiyala59,Soundarya Vadlamani,2021-02-16 10:27:47 UTC,,Hello,INBOX
2-NjRjYWMzNjktN2M5YS00MDFmLTgwZTMtNmQ4ZmI2ZmU2MTYzXzAxMA==,,MD RASHEED UR REHAMAN,https://www.linkedin.com/in/md-rasheed-ur-rehaman-827677176,Soundarya Vadlamani,2021-04-09 08:41:14 UTC,,Hello,INBOX
2-ZDUwZmQ0ODItNGYxYS00MmRhLTkwNzMtZjgwNWZiZmU3NTBlXzAxMg==,,Sharath Babu,https://www.linkedin.com/in/sharath-babu-b767041ab,Soundarya Vadlamani,2021-04-09 02:54:04 UTC,,Hi Soundarya,INBOX
2-N2NiMzQ2OTYtZjBhZS01NTZhLWI5MTgtYTU3ODZjM2EwZmMzXzAxMw==,,Rebekah Dolling,https://www.linkedin.com/in/rebekah-dolling-422633178,Soundarya Vadlamani,2021-04-07 15:46:40 UTC,FREE Virtual UK Technology Careers Event!,"Hi Soundarya,   I hope you are keeping well. :)  I wanted to invite you to a free virtual careers event we are running on Wednesday 21st April 2021 (12:30pm until 4:30pm), focused on tech graduate roles and internships in the UK!   The event is perfect for any STEM students who want to find out more about a career in technology, including anyone considering how to get into technology from an unrelated degree background.  So far the event's exciting exhibitors include Analsys Mason, REPL, VMWare, Ekimetrics, Virgin, GFT, Alacrity, Capita, Willmott Dixon, Softcat, Alfa Systems, KPMG, Barclays and SLC.  During the event, you will hear live talks from employers, a skills session, participate in panels and Q&As and network LIVE with graduate employers.  You can also apply for graduate roles and internships within the event platform. Students have skipped interview stages through networking with graduate recruitment teams at our events and so this truly is a unique and exciting opportunity! :)  You can register to attend the event here: https://stemwomenevents.com/event/4523  Any questions please just let me know!  Kind Regards,  Rebekah Freestone Event Coordinator at STEM Women",INBOX
2-OWM3ZTBjNDItMzQ1Zi00Y2NlLWFlY2MtZDU0YmZjOWM5YWJiXzAxMA==,,srinIVas A,https://www.linkedin.com/in/srinivas-a-62a026181,Soundarya Vadlamani,2021-03-27 02:04:27 UTC,,Thanks for the connection ,INBOX
2-NDllZGU4ZTEtMDJlZS00MjgzLTkyZmMtOGRkMjVlNjEwZmM2XzAxMA==,,Bhanu Ganesh,https://www.linkedin.com/in/bhanu-ganesh-5888491a0,Soundarya Vadlamani,2021-03-24 06:53:22 UTC,,Hai,INBOX
2-MWNhNGRhMjYtYmZmMC00ZDgzLTgzNzgtN2JjZjExOGJhYTkyXzAxMA==,,sravyadeepthi chintala,https://www.linkedin.com/in/sravyadeepthichintala,Soundarya Vadlamani,2021-03-23 16:54:21 UTC,,"Hi Soundarya, could you write me a recommendation?  Write sravyadeepthi a recommendation: https://www.linkedin.com/recs/give?senderId=sravyadeepthichintala",INBOX
2-OTlmZTUxMDAtMGI0Yy00OTZhLTk4ZTQtZWMyOGU1N2I5ZWNkXzAxMA==,,shibin s,https://www.linkedin.com/in/shibin-s-27128b199,Soundarya Vadlamani,2021-03-23 15:22:49 UTC,,Hello ,INBOX
2-MmRiMDQ1YWItZmE1My00OTk4LWI3NGUtNzlkOTE2NDY2YTQ0XzAxMw==,,Praveen Bora,https://www.linkedin.com/in/praveen-bora,Soundarya Vadlamani,2021-03-23 14:47:19 UTC,,Bagunnara 😊,INBOX
2-MmRiMDQ1YWItZmE1My00OTk4LWI3NGUtNzlkOTE2NDY2YTQ0XzAxMw==,,Praveen Bora,https://www.linkedin.com/in/praveen-bora,Soundarya Vadlamani,2021-03-23 14:46:37 UTC,,How are you ,INBOX
2-MmRiMDQ1YWItZmE1My00OTk4LWI3NGUtNzlkOTE2NDY2YTQ0XzAxMw==,,Praveen Bora,https://www.linkedin.com/in/praveen-bora,Soundarya Vadlamani,2021-03-23 14:46:31 UTC,,Hi Soundarya ,INBOX
2-NGY3ZDAyOWUtZDY3ZC00YThkLTg3YzYtOTJmNDQ5ZGQ0MWQ1XzAxMA==,,Soundarya Vadlamani,https://www.linkedin.com/in/soundarya-vadlamani-333404164,Bill Garman,2021-03-22 10:06:02 UTC,,"Schools are running online as of now, but hopefully should resume in class soon. Done with my 1st semester, 2nd semester started as well. Looking for internships which is a part of my course due to start from august. Feels great talking to you. Stay safe Bill.",INBOX
